    21.094    540.000 # matmult_lib
    28.711   1045.732 # matmult_lib
    37.500   1600.000 # matmult_lib
   189.844   3538.835 # matmult_lib
   234.375   4255.319 # matmult_lib
   283.594   4238.854 # matmult_lib
  5859.375   5699.045 # matmult_lib
 15000.000   7396.599 # matmult_lib
 28359.375   9739.001 # matmult_lib
 33750.000   9802.059 # matmult_lib
 93750.000  10416.843 # matmult_lib
