    21.094    385.714 # matmult_nat
    28.711    384.529 # matmult_nat
    37.500    398.754 # matmult_nat
   189.844    403.543 # matmult_nat
   234.375    407.166 # matmult_nat
   283.594    405.669 # matmult_nat
  5859.375    283.020 # matmult_nat
 15000.000    292.064 # matmult_nat
 28359.375    279.514 # matmult_nat
 33750.000    293.192 # matmult_nat
 93750.000    196.161 # matmult_nat
